,createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,reserveUSD,totalSupply,txCount,reserve00,createdAtDate,token0.decimals,token0.id,token0.name,token0.symbol,token0.totalLiquidity,token0.txCount,token1.decimals,token1.id,token1.name,token1.symbol,token1.totalLiquidity,token1.txCount,token00.decimals,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.txCount,creator_address
684,13599515,1636695686,0x24c6296b74a01e92f1c41e950e8e15ed0deea84a,1e-18,4.51831e-09,2e-18,9.52668e-15,0.0,11,4.51831e-09,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0xd68f6e1975e4ddb876c7b5ea9f0c561e892d7f7e,Hira Inu,HIRA👑,4.51831e-09,11,18,0xd68f6e1975e4ddb876c7b5ea9f0c561e892d7f7e,Hira Inu,HIRA👑,4.51831e-09,11,
685,13599437,1636694710,0x2f6878bd5c56cd7fa9ea56f77444102f780198f1,5.2145e-06,1.9235e-05,5.2145e-06,0.024740517,0.0,39,1.9235e-05,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0xd8341e45f92530ec32b2c1e169d603a83a0fc181,Take Profit,TP,1.9235e-05,39,9,0xd8341e45f92530ec32b2c1e169d603a83a0fc181,Take Profit,TP,1.9235e-05,39,
686,13599427,1636694576,0x36653e229c9d305551f49a71235ed8ce03c20b3b,674304590.7,6.558119054,13.11623811,60928.76974,2.067607313,487,674304590.7,2021-11-12,9,0x2d66b450c8b79f259d1fdaf0fa4d2ba703d4b102,PRINT,PRINT,674304590.7,487,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x2d66b450c8b79f259d1fdaf0fa4d2ba703d4b102,PRINT,PRINT,674304590.7,487,
687,13599391,1636693913,0xecdd556b58d7b8771f6ac9d1c252f445d70c8f35,0.000603116,2e-18,4e-18,1.8668e-14,0.0,16,0.000603116,2021-11-12,9,0x70de2e47f53ea867442ab14965878e44b20912d3,Holy Shit Bears Are Fucked,HSBAF,0.000603116,16,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x70de2e47f53ea867442ab14965878e44b20912d3,Holy Shit Bears Are Fucked,HSBAF,0.000603116,16,
688,13599386,1636693832,0xe0b2259bc671ceca183a290e209f41c29fe77245,4.36871e-09,1e-18,2e-18,9.54676e-15,0.0,11,4.36871e-09,2021-11-12,18,0x0143c02dc74c35c3af03f5a4056eb0dd8fb26ad8,Rita Inu,RITA,4.36871e-09,11,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0x0143c02dc74c35c3af03f5a4056eb0dd8fb26ad8,Rita Inu,RITA,4.36871e-09,11,
689,13599366,1636693546,0x15c3d5b9c25e9678966cdec78b3a47cc2977b920,11.14680309,710580000000.0,22.29360619,101399.4231,86.71223822,142,710580000000.0,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0xebc154f57dc26673ed09958393cc4482536a7b64,Retirement Plan,Retirement,710580000000.0,142,9,0xebc154f57dc26673ed09958393cc4482536a7b64,Retirement Plan,Retirement,710580000000.0,142,
690,13599326,1636692936,0x378bf6dc21eefe49aec0cee58ae8bfa8d28b4202,28779843.36,4.493466311,8.986932622,40803.89968,0.351283882,247,28779843.36,2021-11-12,9,0x70abe0308c502c9ee60baed390e5d7320894cb1b,FOMO,FOMO,28779843.36,247,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x70abe0308c502c9ee60baed390e5d7320894cb1b,FOMO,FOMO,28779843.36,247,
691,13599320,1636692807,0x805806d7363ab38b37a646ef8c6a500aff51de67,1e-18,2.20807e-11,2e-18,9.545e-15,0.0,16,2.20807e-11,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0xf77673adfe6d23ca6ef7264e4ddf57158a88d454,CHAD,CHAD,2.20807e-11,16,18,0xf77673adfe6d23ca6ef7264e4ddf57158a88d454,CHAD,CHAD,2.20807e-11,16,
692,13599243,1636691794,0x1b741e0d3a0ed6a92639ab44f58775d49af39e00,2.35055e-10,1e-18,2e-18,9.41864e-15,0.0,46,2.35055e-10,2021-11-12,18,0x9efbd3eecc1a1c2449a49131c5395b2b6dfb658c,HODL,HODL,2.35055e-10,46,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0x9efbd3eecc1a1c2449a49131c5395b2b6dfb658c,HODL,HODL,2.35055e-10,46,
693,13599205,1636691189,0xac05f8e9238e0673ae22e24b1d7933da407689d5,1e-18,2.1762e-11,2e-18,9.54014e-15,0.0,34,2.1762e-11,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0xdc0dc65b21ba5981824cfa956c3ecdc39df2baf1,PONZI,PONZI,2.1762e-11,34,18,0xdc0dc65b21ba5981824cfa956c3ecdc39df2baf1,PONZI,PONZI,2.1762e-11,34,
694,13599201,1636691136,0xf092075036b42b66f15fd238a14bce98fb755f57,7.960736922,63957000000000.0,15.92147384,74497.02225,707.1067812,418,63957000000000.0,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0xd43e3d8bff33ccb66acf9c0048624cf986e1b5f9,hi,hi,63957000000000.0,418,9,0xd43e3d8bff33ccb66acf9c0048624cf986e1b5f9,hi,hi,63957000000000.0,418,
695,13599166,1636690671,0x474333808a35ab291f60c49a4bf7f747a35ca643,3.00037e-10,1e-18,2e-18,9.54309e-15,0.0,18,3.00037e-10,2021-11-12,18,0x08db39d174ec405cc97d8856065539c4adec45d6,TP,TP,3.00037e-10,18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0x08db39d174ec405cc97d8856065539c4adec45d6,TP,TP,3.00037e-10,18,
696,13599162,1636690597,0x4152fd3a2e3d4a8bf6c169732151f2d912ebaf0f,384787000000.0,6.669860565,13.33972113,62273.33746,50.22199533,177,384787000000.0,2021-11-12,9,0x477d976c099dd431be4740853bdb83b3e06901de,https://linktr.ee/TAXESNGMI,TAX,384787000000.0,177,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x477d976c099dd431be4740853bdb83b3e06901de,https://linktr.ee/TAXESNGMI,TAX,384787000000.0,177,
697,13599110,1636690183,0xeea30eb632ea705dfbbbfae9704f607afa07396c,16.33829983,923755000000.0,32.67659966,153008.5804,118.5012793,236,923755000000.0,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0xf56078460eee747109bd8e56cc11c2237e0e4a5f,Play Of The Day,POTD,923755000000.0,236,9,0xf56078460eee747109bd8e56cc11c2237e0e4a5f,Play Of The Day,POTD,923755000000.0,236,
698,13599089,1636689993,0x653e8dfdeacfcad2a191c39d0c58c74b78353b1a,413793000000.0,8.547782348,17.0955647,81614.87869,59.16079783,15,413793000000.0,2021-11-12,9,0x903105cb5f10420c77e70f08711d9e6ba1db66c0,SEC,$SEC,413793000000.0,15,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x903105cb5f10420c77e70f08711d9e6ba1db66c0,SEC,$SEC,413793000000.0,15,
699,13599068,1636689646,0x91c075140e7e9b99e97cc96960e48c13971262a6,2.2897e-11,1e-18,2e-18,9.53275e-15,0.0,22,2.2897e-11,2021-11-12,18,0x945c624f20d56505525c32fa0f8068f91c3cad7d,Morning Good,MG,2.2897e-11,22,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0x945c624f20d56505525c32fa0f8068f91c3cad7d,Morning Good,MG,2.2897e-11,22,
700,13599040,1636689273,0xfb32b239f1543bc8b91efeed696327ba9a40c93d,6.82738809,916678528.2,13.65477618,63026.8678,2.495996795,82,916678528.2,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0xf550c7c67a0a5041f1cb4a75c6216d858a6604e1,Wen LUNCH,LUNCH,916678528.2,82,9,0xf550c7c67a0a5041f1cb4a75c6216d858a6604e1,Wen LUNCH,LUNCH,916678528.2,82,
701,13599030,1636689097,0xd7b6732d3f76d3a57669ee88de30b6042253b4c3,1.35057e-11,1e-18,2e-18,9.54368e-15,0.0,12,1.35057e-11,2021-11-12,18,0x696f9f1dad79c8d5776c077a97e2afd382f080eb,SMD (SUCK MY DICK),SMD,1.35057e-11,12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0x696f9f1dad79c8d5776c077a97e2afd382f080eb,SMD (SUCK MY DICK),SMD,1.35057e-11,12,
702,13598984,1636688596,0x4cf655d17514e51e2a39fbf9f4b1414f1e7840a5,7.73615e+17,18.52280642,37.04561283,160276.3868,117369.1195,377,7.73615e+17,2021-11-12,9,0x35d38e9c82ee6667e83dc1c96eef2f811d58fe57,BadMorning,BM,7.73615e+17,377,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x35d38e9c82ee6667e83dc1c96eef2f811d58fe57,BadMorning,BM,7.73615e+17,377,
703,13598978,1636688507,0xc449907e7af59cc2420545224f08762e9935b3c4,70597603296.0,162.2335883,324.4671765,1406067.305,96.2815364,12820,70597603296.0,2021-11-12,9,0x37941b3fdb2bd332e667d452a58be01bcacb923e,fren,FREN,70597603296.0,12820,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x37941b3fdb2bd332e667d452a58be01bcacb923e,fren,FREN,70597603296.0,12820,
704,13598969,1636688391,0x919be7a6ea2a1537faf41af51ce829786c9f077d,5.95e-06,1.72e-16,3.44e-16,1.58848e-12,0.0,32,5.95e-06,2021-11-12,9,0xac32022dd0d4f2de9737a50f52c22115440ab1e8,GH,GH,5.95e-06,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0xac32022dd0d4f2de9737a50f52c22115440ab1e8,GH,GH,5.95e-06,32,
705,13598953,1636688178,0xd54aeb5dbbeb66358adccde53925c248cd82a625,2.13924e-09,1e-18,2e-18,9.54358e-15,0.0,48,2.13924e-09,2021-11-12,18,0x8815b2a547364b8932b75af3d684247e43488d93,APED,APED,2.13924e-09,48,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0x8815b2a547364b8932b75af3d684247e43488d93,APED,APED,2.13924e-09,48,
706,13598914,1636687774,0xa15ae87cc31d5dc857fbd02ebbddae1dd6878577,87098800000000.0,12.76024555,25.52049111,109018.6553,938.0382553,2048,87098800000000.0,2021-11-12,9,0x52dff591fc992de2793504bdfa19a9e702c87904,DEGEN Token,DEGEN,87098800000000.0,2048,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x52dff591fc992de2793504bdfa19a9e702c87904,DEGEN Token,DEGEN,87098800000000.0,2048,
707,13598848,1636686843,0xbaaac5c717f07dacf9aa2dae5fad3f3fbc567353,606170000000.0,3.424854142,6.849708284,32033.85499,43.77975179,212,606170000000.0,2021-11-12,9,0xb6043cc1e85943e13a537c9da0475bd704b89738,GoodAfternoon,GA,606170000000.0,212,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0xb6043cc1e85943e13a537c9da0475bd704b89738,GoodAfternoon,GA,606170000000.0,212,
708,13598843,1636686761,0xa05bda53367a23eec3b7d403a44f58a100a51560,4.52366e-11,1e-18,2e-18,9.16203e-15,0.0,4,4.52366e-11,2021-11-12,18,0xad1aed00d912e29fa25c1b58d23f6ab8ef2bfad7,virtual world,virtual world,4.52366e-11,4,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0xad1aed00d912e29fa25c1b58d23f6ab8ef2bfad7,virtual world,virtual world,4.52366e-11,4,
709,13598843,1636686761,0x390249b0c2fd2e8f1d98e5c3a716401e57a7457c,3871342.388,3.1,6.2,29195.06237,3464.101615,2,3871342.388,2021-11-12,18,0x33ef2a4ec91f82da13a3560c285c7cbf3089b21e,G7,G7,3871342.388,2,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0x33ef2a4ec91f82da13a3560c285c7cbf3089b21e,G7,G7,3871342.388,2,
710,13598838,1636686693,0x28c644fda80a0c45521aaaf0f397c662f38925f3,1.5476853,568213000000.0,3.095370599,14595.33606,29.5430452,31,568213000000.0,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0xf856a8ddbef4a67c8fdaf1eaf95d45bcafafff10,OMG,OMG,568213000000.0,31,9,0xf856a8ddbef4a67c8fdaf1eaf95d45bcafafff10,OMG,OMG,568213000000.0,31,
711,13598808,1636686350,0x1551bd3faff2f47e26e88dc7b7762c807b2aced9,754818000000.0,6.740103221,13.48020644,61326.18388,68.82472016,247,754818000000.0,2021-11-12,9,0x0af2497c0d2176d03bc30a43a3efcafd049ed44e,Wen Refund,WR,754818000000.0,247,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x0af2497c0d2176d03bc30a43a3efcafd049ed44e,Wen Refund,WR,754818000000.0,247,
712,13598789,1636686069,0xf0df5ddfb4bba8d9662523121ebd096e82c90eab,2.1942e-10,1e-18,2e-18,9.55511e-15,0.0,94,2.1942e-10,2021-11-12,18,0x63f3a8db81db4429aae0dbf1b63efd8e18ed1929,FREN,FREN,2.1942e-10,94,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0x63f3a8db81db4429aae0dbf1b63efd8e18ed1929,FREN,FREN,2.1942e-10,94,
713,13598741,1636685451,0x66a560be0beacc8f4d9ba42ce4f03bf8abb2aa20,5.016511091,631551000000.0,10.03302218,46906.29953,55.05099677,198,631551000000.0,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0xe2268c79aeca8a2b457160ae0524af2b1d12bdca,https://t.me/GenerationalFreedom,GF,631551000000.0,198,9,0xe2268c79aeca8a2b457160ae0524af2b1d12bdca,https://t.me/GenerationalFreedom,GF,631551000000.0,198,
714,13598739,1636685437,0xc8142fae124a89d960d4542e781837d5f150983c,3.7605589,155855000000.0,7.521117799,36035.6601,764852.927,20,155855000000.0,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0xff3a740120f7085ad1b8b3bdb7655e0f6b7b7270,LETS GO,GO,155855000000.0,20,18,0xff3a740120f7085ad1b8b3bdb7655e0f6b7b7270,LETS GO,GO,155855000000.0,20,
715,13598735,1636685402,0xf3689417f23030fb352d1200e69f37c03a17ca68,229001000000.0,6.710299347,13.42059869,63280.00982,37.60789524,611,229001000000.0,2021-11-12,9,0x086c2263e17b06cb5399c997c6aef3c93f789c82,Follow Friday,FF,229001000000.0,611,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x086c2263e17b06cb5399c997c6aef3c93f789c82,Follow Friday,FF,229001000000.0,611,
716,13598732,1636685319,0x31bab5feb7ca28a34c97a3545632842d79d150cd,961075000000.0,3.797646133,7.595292267,35169.24056,57.66281297,67,961075000000.0,2021-11-12,9,0xaa3305b2fcb2c3536f646b427da491fc1a259d70,TGIF,$TGIF,961075000000.0,67,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0xaa3305b2fcb2c3536f646b427da491fc1a259d70,TGIF,$TGIF,961075000000.0,67,
717,13598731,1636685317,0xe16dbe5dbb58ae5f54b80e355d66431e22f01bea,783747441.0,1.503142094,3.006284188,12957.75244,3.40955e-05,29,783747441.0,2021-11-12,0,0x481576bca87e68188f54994d9fb03d87fcce897f,Kyle Rittenhouse Coin,Kyle,783747441.0,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,0,0x481576bca87e68188f54994d9fb03d87fcce897f,Kyle Rittenhouse Coin,Kyle,783747441.0,29,
718,13598715,1636685104,0x0c328e082b9dca909573cc19bcb1acb2b1fab213,644060000000.0,2.126634618,4.253269236,20231.81585,36.72172175,48,644060000000.0,2021-11-12,9,0xa0daa1d970687bc5d0e9bdc7f2a7b3e19689e78a,grrr XD,XD,644060000000.0,48,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0xa0daa1d970687bc5d0e9bdc7f2a7b3e19689e78a,grrr XD,XD,644060000000.0,48,
719,13598696,1636684836,0x2aaa1e0d89d3bcdb8b27c7f346b70cd90f86de43,22186973.57,36.45161416,72.90322832,310598.5964,0.870420999,350,22186973.57,2021-11-12,9,0x3c5bda020caa1350a7b4e6e013a2516423c2800f,miniSHIB,mSHIB,22186973.57,350,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x3c5bda020caa1350a7b4e6e013a2516423c2800f,miniSHIB,mSHIB,22186973.57,350,
720,13598692,1636684747,0x102a442a6367a68dc3b6a6d35be9b04ebbe7e81a,53694656263.0,1e-18,1e-18,4.79051e-15,0.0,48,53694656263.0,2021-11-12,9,0x2a039b7c9eb44f1e129451c0f8951f3430949e51,GoodWealthETH,GW,53694656263.0,48,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x2a039b7c9eb44f1e129451c0f8951f3430949e51,GoodWealthETH,GW,53694656263.0,48,
721,13598681,1636684647,0xaa2e070b2cb86d63d8e75a9a1a21264384ab3be9,1.09268e-10,1e-18,2e-18,9.58884e-15,0.0,13,1.09268e-10,2021-11-12,18,0xb5711842ae511e07509db5369db7c602a918f6f2,IYKYK,IYKYK,1.09268e-10,13,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0xb5711842ae511e07509db5369db7c602a918f6f2,IYKYK,IYKYK,1.09268e-10,13,
722,13598667,1636684405,0x61f75b197329988a037ab3eb4f5a42a817dd598f,1e-18,6.12679e-09,2e-18,9.57917e-15,0.0,55,6.12679e-09,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0xe6b0fef08acddbdf3daccb18f2ead4adf9ed394a,No Sells Before 10M,10M,6.12679e-09,55,18,0xe6b0fef08acddbdf3daccb18f2ead4adf9ed394a,No Sells Before 10M,10M,6.12679e-09,55,
723,13598651,1636684220,0xf76297bc58505fe7c8a850e471b7273602037764,741240193.7,2.441964805,4.883929609,23374.17892,1.333333333,65,741240193.7,2021-11-12,9,0x34d6dcd28fc46c1f182b7d5d5c34d1709dfe1e44,Millennial Gains,MG,741240193.7,65,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x34d6dcd28fc46c1f182b7d5d5c34d1709dfe1e44,Millennial Gains,MG,741240193.7,65,
724,13598586,1636683296,0x9c6d8018d0304086301edb336b66fd91d6193edf,1e-18,1.11674e-10,2e-18,9.59578e-15,0.0,12,1.11674e-10,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0xebbaee75fd78cf7ce4d4c13dc373e87d3922de68,LAMBO,LAMBO,1.11674e-10,12,18,0xebbaee75fd78cf7ce4d4c13dc373e87d3922de68,LAMBO,LAMBO,1.11674e-10,12,
725,13598580,1636683195,0x63d51dd1a4b2e86280bdcdc78a4aea3db9aa1b5c,483617000000.0,6.303355513,12.60671103,58268.92939,52.48906592,1280,483617000000.0,2021-11-12,9,0x73c0120afa56c74cbe5d8c9ad73979787aba91fc,Down Bad,DB,483617000000.0,1280,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x73c0120afa56c74cbe5d8c9ad73979787aba91fc,Down Bad,DB,483617000000.0,1280,
726,13598566,1636683010,0xa31112f9e6c3315bd58dbdd75823811b2700c3a8,1.2002e-05,8.4e-17,1.68e-16,7.80077e-13,0.0,8,1.2002e-05,2021-11-12,9,0x6eb8186deb888ab7dc89ea114786cb56f198bf42,GN INU,GN INU,1.2002e-05,8,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x6eb8186deb888ab7dc89ea114786cb56f198bf42,GN INU,GN INU,1.2002e-05,8,
727,13598548,1636682840,0x6917a26a305b9c086fd08f4703961bb1d4cb1dc0,2.9788e-05,3.5e-17,3.5e-17,1.67564e-13,0.0,4,2.9788e-05,2021-11-12,9,0x501a6b0423fbd9505fa27aec75b7715c6c54b8e7,InuNANA,NANA,2.9788e-05,4,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x501a6b0423fbd9505fa27aec75b7715c6c54b8e7,InuNANA,NANA,2.9788e-05,4,
728,13598548,1636682840,0x458107e992bdf6aeb74bc3a5ff4aadf37fdf4b92,8.93332e-10,1e-18,2e-18,9.59254e-15,0.0,14,8.93332e-10,2021-11-12,18,0x662b3e135f9ac01e1088b6b4de1e020d4d91c129,"3,3","3,3",8.93332e-10,14,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0x662b3e135f9ac01e1088b6b4de1e020d4d91c129,"3,3","3,3",8.93332e-10,14,
729,13598540,1636682737,0x5b143153eda61b9bd50d31f73ab446594e1bf246,4.52267e-12,1e-18,2e-18,9.60056e-15,0.0,37,4.52267e-12,2021-11-12,18,0xad7a916e81d19970805fa97646232406c83bcc08,WAGMIS,WAGMIS,4.52267e-12,37,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0xad7a916e81d19970805fa97646232406c83bcc08,WAGMIS,WAGMIS,4.52267e-12,37,
730,13598537,1636682693,0x56cc3d68f8e0ee56e83d2a57d519c33175329f37,1.69438e-11,1e-18,2e-18,9.22454e-15,0.0,5,1.69438e-11,2021-11-12,18,0x82f8e45ab708f7107aa467a7313784a7198645c6,Guild of Guardians,GOG,1.69438e-11,5,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0x82f8e45ab708f7107aa467a7313784a7198645c6,Guild of Guardians,GOG,1.69438e-11,5,
731,13598518,1636682412,0x69866c1f20facd69c7a79041f170866e741c4aea,56976444.98,4.15672664,8.31345328,37967.55107,15000.0,309,56976444.98,2021-11-12,18,0x6c7a319181854f851b3d5245236588d4deb7cee2,GTFO,GTFO,56976444.98,309,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0x6c7a319181854f851b3d5245236588d4deb7cee2,GTFO,GTFO,56976444.98,309,
732,13598499,1636682089,0xf3b45f5fbd2b4e068e51d785dae6f296f74098c4,1.30423e-10,1e-18,2e-18,9.56424e-15,0.0,19,1.30423e-10,2021-11-12,18,0x727832925a8e2adc00ae4095c6fe0dee7c98bdd4,SAFU,SAFU,1.30423e-10,19,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0x727832925a8e2adc00ae4095c6fe0dee7c98bdd4,SAFU,SAFU,1.30423e-10,19,
733,13598497,1636682077,0xa2b9faec939524b064930bdcf9ec4b65029105b6,24.4440985,862355000000.0,48.88819701,229924.0399,137.6494403,716,862355000000.0,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0xd9f869ee063c5fa28a1616cc0c95bc51bfec6aee,Whales Only,WHALE,862355000000.0,716,9,0xd9f869ee063c5fa28a1616cc0c95bc51bfec6aee,Whales Only,WHALE,862355000000.0,716,
734,13598437,1636681295,0xeb42eca4eb537262ec58e1c33eaec11112af3825,1e-18,0.007395008,2e-18,9.23325e-15,0.0,41,0.007395008,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0xcdd48d9e27808b05cf4f996cca570d92d04c6f22,Hokkyo Inu,HOKKYO INU,0.007395008,41,9,0xcdd48d9e27808b05cf4f996cca570d92d04c6f22,Hokkyo Inu,HOKKYO INU,0.007395008,41,
735,13598415,1636680965,0x883465dffeebfcdc6afb1662b2ae0d4429f961f2,7.8676e-14,1.3e-17,2.6e-17,1.24156e-13,0.0,7,7.8676e-14,2021-11-12,18,0x08580865e720745e96becccf816cb2e6da1afa79,GT,GT,7.8676e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,18,0x08580865e720745e96becccf816cb2e6da1afa79,GT,GT,7.8676e-14,7,
736,13598396,1636680689,0xfaeabed0dd6e5f0c58b86cd169c236adc15d866e,6.7233e-14,1.5e-08,1.34466e-13,6.36127e-10,0.0,27,1.5e-08,2021-11-12,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0xe387a74a44f6254061f948487a52c7da170277b8, GE, GE,1.5e-08,27,9,0xe387a74a44f6254061f948487a52c7da170277b8, GE, GE,1.5e-08,27,
737,13598377,1636680411,0x3f0035526eaeb9324a856f7374802e09d5ceb478,4.81695e+17,30.59542869,61.19085739,265379.4848,115410.0351,2277,4.81695e+17,2021-11-12,9,0x4be9fc99bd4102c6ddc68a1002af21852761b298,GW,GW,4.81695e+17,2277,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x4be9fc99bd4102c6ddc68a1002af21852761b298,GW,GW,4.81695e+17,2277,
738,13598376,1636680394,0x28396b2f7b16b8a9511d56e585f980d47c6c4c6d,510079000000000.0,4.835214634,9.670429268,46114.4208,1565.247584,14,510079000000000.0,2021-11-12,9,0x4d88e1657198b2a9850fc90a004cf55338e30e2f,SMH,SMH,510079000000000.0,14,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,554087.5412,60974600,9,0x4d88e1657198b2a9850fc90a004cf55338e30e2f,SMH,SMH,510079000000000.0,14,
